DIAGNOSISCODE,DIAGNOSISCODEDESCRIPTION,PARENTDIAGNOSISCODE,DIAGNOSISCODESET,DIAGNOSISCODEGROUP,SUBCATEGORY
Z5301,Proc/trtmt not carried out due to patient smoking,Z530,ICD10,ENCOUNTERS FOR OTHER SPECIFIC HEALTH CARE (Z40-Z53),
Z5320,Proc/trtmt not crd out bec pt decision for unsp reasons,Z532,ICD10,ENCOUNTERS FOR OTHER SPECIFIC HEALTH CARE (Z40-Z53),
Z550,Illiteracy and low-level literacy,Z55,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z566,Other physical and mental strain related to work,Z56,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z5689,Other problems related to employment,Z568,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z579,Occupational exposure to unspecified risk factor,Z57,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z572,Occupational exposure to dust,Z57,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z590,Homelessness,Z59,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z599,"Problem related to housing and economic circumstances, unsp",Z59,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z5982,Transportation insecurity,Z598,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z5989,Other problems related to housing and economic circumstances,Z598,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z608,Other problems related to social environment,Z60,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z602,Problems related to living alone,Z60,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z635,Disruption of family by separation and divorce,Z63,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z634,Disappearance and death of family member,Z63,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z638,Other specified problems related to primary support group,Z63,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z6379,Other stressful life events affecting family and household,Z637,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z651,Imprisonment and other incarceration,Z65,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z652,Problems related to release from prison,Z65,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
Z681,"Body mass index (BMI) 19 or less, adult",Z68,ICD10,BODY MASS INDEX [BMI] (Z68),
Z681,"Body mass index [BMI] 19.9 or less, adult",Z68,ICD10,BODY MASS INDEX [BMI] (Z68),
Z681,"Body mass index (BMI) 19.9 or less, adult",Z68,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6822,"Body mass index [BMI] 22.0-22.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6827,"Body mass index (BMI) 27.0-27.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6824,"Body mass index [BMI] 24.0-24.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6827,"Body mass index [BMI] 27.0-27.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6826,"Body mass index (BMI) 26.0-26.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6828,"Body mass index [BMI] 28.0-28.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6825,"Body mass index [BMI] 25.0-25.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6822,"Body mass index (BMI) 22.0-22.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6820,"Body mass index (BMI) 20.0-20.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6821,"Body mass index [BMI] 21.0-21.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6828,"Body mass index (BMI) 28.0-28.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6820,"Body mass index [BMI] 20.0-20.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6821,"Body mass index (BMI) 21.0-21.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6826,"Body mass index [BMI] 26.0-26.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6823,"Body mass index (BMI) 23.0-23.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6825,"Body mass index (BMI) 25.0-25.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6824,"Body mass index (BMI) 24.0-24.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6823,"Body mass index [BMI] 23.0-23.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6829,"Body mass index (BMI) 29.0-29.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6829,"Body mass index [BMI] 29.0-29.9, adult",Z682,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6838,"Body mass index [BMI] 38.0-38.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6832,"Body mass index (BMI) 32.0-32.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6839,"Body mass index [BMI] 39.0-39.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6835,"Body mass index [BMI] 35.0-35.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6830,"Body mass index [BMI]30.0-30.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6834,"Body mass index (BMI) 34.0-34.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6830,"Body mass index [BMI] 30.0-30.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6837,"Body mass index [BMI] 37.0-37.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6838,"Body mass index (BMI) 38.0-38.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6833,"Body mass index [BMI] 33.0-33.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6835,"Body mass index (BMI) 35.0-35.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6836,"Body mass index [BMI] 36.0-36.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6833,"Body mass index (BMI) 33.0-33.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6834,"Body mass index [BMI] 34.0-34.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6831,"Body mass index (BMI) 31.0-31.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6837,"Body mass index (BMI) 37.0-37.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6839,"Body mass index (BMI) 39.0-39.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6831,"Body mass index [BMI] 31.0-31.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6830,"Body mass index (BMI) 30.0-30.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6832,"Body mass index [BMI] 32.0-32.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6836,"Body mass index (BMI) 36.0-36.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6842,"Body mass index [BMI] 45.0-49.9, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6845,"Body mass index (BMI) 70 or greater, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6843,"Body mass index (BMI) 50-59.9, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6845,"Body mass index [BMI] 70 or greater, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6843,"Body mass index (BMI) 50.0-59.9, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6843,"Body mass index (BMI) 50-59.9 , adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6841,"Body mass index (BMI) 40.0-44.9, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6842,"Body mass index (BMI) 45.0-49.9, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6844,"Body mass index [BMI] 60.0-69.9, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6844,"Body mass index (BMI) 60.0-69.9, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6843,"Body mass index [BMI] 50.0-59.9, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6841,"Body mass index [BMI] 40.0-44.9, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6841,"Body mass index [BMI]40.0-44.9, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6854,"Body mass index pediatric, > or equal to 95% for age",Z685,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6854,"BMI pediatric, greater than or equal to 95% for age",Z685,ICD10,BODY MASS INDEX [BMI] (Z68),
Z6981,Encounter for mental health services for victim of oth abuse,Z698,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z719,"Counseling, unspecified",Z71,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z716,Tobacco abuse counseling,Z71,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z713,Dietary counseling and surveillance,Z71,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z7151,Drug abuse counseling and surveillance of drug abuser,Z715,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z7185,Encounter for immunization safety counseling,Z718,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z7189,Other specified counseling,Z718,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z7182,Exercise counseling,Z718,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z720,Tobacco use,Z72,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z724,Inappropriate diet and eating habits,Z72,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z726,Gambling and betting,Z72,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z7251,High risk heterosexual behavior,Z725,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z7289,Other problems related to lifestyle,Z728,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z72820,Sleep deprivation,Z7282,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z72821,Inadequate sleep hygiene,Z7282,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z733,"Stress, not elsewhere classified",Z73,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z7389,Other problems related to life management difficulty,Z738,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z742,Need for assist at home & no house memb able to render care,Z74,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z741,Need for assistance with personal care,Z74,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z748,Other problems related to care provider dependency,Z74,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z7401,Bed confinement status,Z740,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z7409,Other reduced mobility,Z740,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z758,Oth prob related to medical facilities and oth health care,Z75,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z765,Malingerer [conscious simulation],Z76,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z760,Encounter for issue of repeat prescription,Z76,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z7689,Persons encountering health services in oth circumstances,Z768,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
Z77011,Contact with and (suspected) exposure to lead,Z7701,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z77098,"Contact w and expsr to oth hazard, chiefly nonmed, chemicals",Z7709,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z77118,Contact w and (suspected) exposure to oth environ pollution,Z7711,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z77120,Contact with and (suspected) exposure to mold (toxic),Z7712,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z7729,Contact w and (suspected ) exposure to oth hazardous substnc,Z772,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z7729,Contact with and exposure to other hazardous substances,Z772,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z7722,Cntct w and expsr to environ tobacco smoke (acute) (chronic),Z772,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z780,Asymptomatic menopausal state,Z78,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z789,Other specified health status,Z78,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z791,Long term (current) use of non-steroidal non-inflam (NSAID),Z79,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z794,Long term (current) use of insulin,Z79,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z7901,Long term (current) use of anticoagulants,Z790,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z7902,Long term (current) use of antithrombotics/antiplatelets,Z790,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z7952,Long term (current) use of systemic steroids,Z795,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z7951,Long term (current) use of inhaled steroids,Z795,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z7982,Long term (current) use of aspirin,Z798,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z7984,Long term (current) use of oral hypoglycemic drugs,Z798,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z79890,Hormone replacement therapy,Z7989,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z79899,Other long term (current) drug therapy,Z7989,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z79890,Hormone replacement therapy (postmenopausal),Z7989,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z808,Family history of malignant neoplasm of organs or systems,Z80,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z800,Family history of malignant neoplasm of digestive organs,Z80,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z803,Family history of malignant neoplasm of breast,Z80,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z8042,Family history of malignant neoplasm of prostate,Z804,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z8051,Family history of malignant neoplasm of kidney,Z805,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z818,Family history of other mental and behavioral disorders,Z81,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z8249,Family hx of ischem heart dis and oth dis of the circ sys,Z824,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z8261,Family history of arthritis,Z826,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z8269,Family history of diseases of the ms sys and connective tiss,Z826,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z832,Family history of dis of the bld/bld-form org/immun mechnsm,Z83,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z833,Family history of diabetes mellitus,Z83,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z8349,"Family history of endo, nutritional and metabolic diseases",Z834,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z8379,Family history of other diseases of the digestive system,Z837,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z8371,Family history of colonic polyps,Z837,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z840,"Family history of diseases of the skin, subcu",Z84,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z8489,Family history of other specified conditions,Z848,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z859,"Personal history of malignant neoplasm, unspecified",Z85,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z853,Personal history of malignant neoplasm of breast,Z85,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
